33	3	40	2	160	2	150	2	10	5	120
33	3	40	2	150	2	150	2	10	5	60
33	3	40	2	140	2	150	2	10	5	60
33	3	40	2	130	2	150	2	10	5	60
33	3	40	2	120	2	150	2	10	5	60
30	3	40	2	160	2	150	2	10	5	60
30	3	40	2	150	2	150	2	10	5	60
30	3	40	2	140	2	150	2	10	5	60
30	3	40	2	130	2	150	2	10	5	60
30	3	40	2	120	2	150	2	10	5	60
25	3	40	2	160	2	150	2	10	5	60
25	3	40	2	150	2	150	2	10	5	60
25	3	40	2	140	2	150	2	10	5	60
25	3	40	2	130	2	150	2	10	5	60
25	3	40	2	120	2	150	2	10	5	60
20	3	40	2	160	2	150	2	10	5	60
20	3	40	2	150	2	150	2	10	5	60
20	3	40	2	140	2	150	2	10	5	60
20	3	40	2	130	2	150	2	10	5	60
20	3	40	2	120	2	150	2	10	5	60
15	3	40	2	160	2	150	2	10	5	60
15	3	40	2	150	2	150	2	10	5	60
15	3	40	2	140	2	150	2	10	5	60
15	3	40	2	130	2	150	2	10	5	60
15	3	40	2	120	2	150	2	10	5	60
